IMAGE_ID,ENGLISH SENTENCES,LOZI TRANSLATIONS
4230694069,Young male hikers stop to take a rest at the rocky ledge of a mountain vista .,mutangana yazamaya misipili yemitele uyemi kuli aikatuluse bukaufi ni lilundu lamacwe 
4230695941,A boy in a red sweatshirt and New York Giants gloves is leaning on a large rock .,muchaha yamwa hembe yefubelu ni zakutina mwamazoho uyendamezi licwe lelituna
4230711609,A young boy goes through large rocks in the mountains .,muchaha usweli wazamaya mwama lundu yamacwe yamatuna
4230838706,A man standing on a train reading a diagram on the door .,muuna yayemi mwasitima ubala liswaniso ze famunyako
423140781,Here is a picture of Asian dancers performing a new dance in front of their class and teacher .,se kisi swaniso sa babini bakwa Asia inze babina fapilaa balikani babona nimuluti wabona
4231494400,A group of men is crossing a stream in the woods .,sikwata sa baana basweli batula kanukana mwa mushitu
4231503388,"A man in khaki pants and a hat , and a blue jacket , camps in the woods .","muuna yatinile bulukwe bwa kaki, kuwani ni jakete yamubala oswana sina malu, uinzi mwa mushitu"
423167388,A man wearing a gray jacket is standing outside on a sidewalk and facing another man who has a large camera on a tripod while another man holds a white pad of paper .,muuna yatinile jakete yeseta uyemi fandaa mazamayelo atalimile muuna yomumwi
4231933109,A little blond girl is sitting on the floor in a living room .,musizani wamilili yemifubelu uinzi fafasi mwandu
4231971701,A little blond girl standing in front of a brown shelf wearing a white dress .,mwana musizani wamilili yemifubelu uyemi fapilaa sibeyelo salika sa mubala omufubelu ni ndelesi yesweu
4232695890,An older brown-haired woman is holding a young blond girl in pink pajamas as another brunette woman in a green shirt looks on .,musalimuhulu wamilili yemifubelu uswezi mwana musizani wamilili yeswana
4232753024,"A man in a green shirt sits next to a small girl with blond-hair , who is reaching for what he has in his hands .",muuna yatinile hembe yetala unizi bukaufi ni mwana musizani wamilili yemifubelu
4232778834,A woman with dark hair and a red dress sits next to a little girl with blond-hair and a white dress while reading a book .,"musali wamilili yeminsu, yatinile ndelesi yefubelu, uinzi bukaufi ni mwana musizani wamilili yemifubelu"
4232844448,middle-aged women ( maroon shirt ) holding child ( white shirt ) and a young women ( green shirt ) in the not too far distance .,"basali balilimo zafahali hali, batinile mwa liapalo ze fubelu, uswezi mwana musizani yamwa hembe yesweu"
4233715648,There are two people flying a red and blue parachute in a wide open space on a semi-cloudy day .,kunani batu bababeli baba fufa mwa fulai yamubala omufubelu ni mubala oswana sina malu
423375604,A woman with glasses with a large bag around her arm on a street surrounded by people .,"musali yatinile magilasi kwa meto ulwezi mukotana omutuna mwamazoho, mwamukwakwa otezi batu"
4234228276,"A man is sitting down pointing and looking into the distance , there is beer bottles appearing in the background as well .",muuna yainzi fafasi usupa nikutalima fahule nyana
4234446819,"One young girl in a white hat and a blue dress , and one young girl in a blue top with black pants and carrying a purse are standing next to each other , the girl in the blue hat is pointing as something and smiling .",mwana musizani wa kuwani yesweu ni ndelesi yamubala oswana sina malu ni mwana musizani yomumwi yatinile  hembe yensu
4234670797,Young child getting ready to bowl a ball toward a pin while playing bowling .,mwanana yomunyinyani uitukiseza kunepa mbola mwamusima moiswanela kuya
4234824441,A few people walking with buildings and mountains in the background .,batu baba inyanyani bazamaya mwatasaa miyaho ni malundu
423485388,Two skydivers wearing blue and purple jumpsuits attempt to smile for the camera as they fall with the cloud and blue sky above them .,bafufi bamwa moya bababeli babatinile zamubala oswana sina malu basweli bamenya kwakapangaliko kakaswanisa inze bashetumuka
42348693,"A man sits at a restaurant table reading a newspaper , with another man seated at the table next to him .",muuna uinzi fa tafule mwa licelo inze abala kashango kamakande ni muuna yomumwi yainzi fa tafule
4235671794,"A basketball is up in the air above players on two teams , one team is wearing white and the other team is wearing navy blue .",mbola imwa halimwaa balayi bambola
42359099,A group of people stand on a sidewalk in the midst of a discussion .,sikwata sabatu bayemi kwa tuko yamukwakwa inge baambola
4236435111,"A woman in white pants and floral top , a woman in dress with a brown jacket and another woman in a purple dress all hurry somewhere as the wind blows .","musali yamwa bulukwe bobusweu ni hembe yama palisa, musali yamwa ndelesi ni jakete yefubelu"
4236452679,"An asian woman , stands at a checkout counter , holding money in her hand .","musali yazwa kwa Asia, uyemi mwa sintolo inze asweli masheleñi"
4236904897,A girl wearing a pink outfit plays on a large lawn that stretches to a mansion in the distance .,musizani u bapalela mwa bucwani fa lindu lelituna
4237212038,"Woman in black coat , jeans and gray hat , with baby stroller , shopping for party decorations at a store .","musali yamwa jansi yensu, bulukwe ni kuwani yeseta, upepile mwanana inze ba leka za mukiti"
423782935,"One man is on a bulldozer pouring in a liquid , while another man is standing with his hand on the bulldozer watching .",musali yamwa simbayambaya usweli wasela mezi mi muuna yena uyemi
4238141532,A group of well dressed people look towards the front of a church .,sikwata sa batu baba tinile hande batalima fapataa keleke
4238762387,A woman in a yellow shirt behind an outside counter is smiling and giving the peace sign .,musali yamwa hembe yamubala oswana sina wa mai uyemi mwa sintolo inze amenya
42397423,A young boy in green shorts balances on a pipe above a river .,muchaha yamwa hembe yetala usweli kulika kuyema famuhala ofahalimwaa nuka
4239856300,"Four young children sit on the ground outside , some on a blanket , some in the dirt , two have their eyes closed and one is only partially visible on the left side of the picture .","banana babane, babamu bainzi fafasi, babamwi ba kubo, inze bali fande"
4239908991,two men are sitting on a rock and the one with blue and strip tee is eating .,"baana bababeli bainzi fa licwe, yatinile hembe yamazoho yamakuswani usweli waca"
4240135778,Three people posing for a picture at a messy table with the girl in the middle wearing a yellow shirt with a drawing of a woman on it .,"batu baba lalu bafatule yenani masila, bayemi kuli bingiwe liswaniso"
424047148,A woman with her face partially covered in silver face paint sits on a plastic tote looking in a mirror .,musali yanani mubala wa silivela kwa lineku la kwa meto uinzi fa pepa
4241497330,"A person wearing a bright green jacket , with a white helmet , red and blue backpack and goggles skis down a snowy mountainside .","mutu yalwezi mukotana wakwa mukokoto omufubelu, utinile jakete yetala ni kuwani yakuisileleza yesweu"
4241997277,There is a man dressed in black and a woman wearing a colorful floral dress holding hands and expressing happiness at a party .,kunanani muuna yatinile muzensu ni musali yatinile zamapalisa inze baswali mazoho
4242015151,Two members of opposite teams stand side by side in front of a soccer ball .,maneku yama beli yabalahi bambola bayemi kwa matuko yambola
4242020679,"Two teams , one wearing black and white , one wearing red and white , and a man in yellow and black , play football ( soccer ) in a stadium .","maneku yamabeli, yemu itinile zensu ni busweu, yemu muze fubelu ni busweu"
4242032129,Three soccer players walking or standing on the field during the day .,balayi baba lalu bambola yamhutu bayemi mwasim musihali
4242038325,A small group of soccer players are on a soccer field standing around while a player is looked at for injuries .,sikwatanyana sabalayi bambola yamhutu bayemi mwa simu yelahelwabola
4242041141,Two men appear at soccer match as one man holds a yellow flag .,baana baba beli bati buha balahi yomumwi inze alwezi lisila leli yemela naha
4242573381,A half dozen show-shoers gear up and chat at the car while mountains and pine trees dominate the background .,bayambi babaketalizoho nialimumwi  baitukiseza inze baambola mwamota kwa sibaka samalundu
424261682,2 girls dressed in winter clothes snuggling up to a snowman with a scarf .,basizani bababeli baba tinile zasilami basweli bazamaya mwa litwa
424268604,A man is standing with his hand on a machine that has several gears .,muuna uyemi inze asweli siitusiso sa sipi
4242755429,A cowboy gets bucked off a bull while a rodeo clown runs into the arena to distract the bull .,mupahi wa likomu uwisizwe mi muuna yomumwi ukena mwa alena kuli uipatehise isike yabeela ngana muchaha yawile
4242784332,Athletes on a soccer field stand around each other,bamati bayemi inge batingulukani
424307754,"The man is standing next to a dog , while the dog jumps in the air .",muuna uyemi bukaufi ninja yesweli kutulela mwa moya
4243530880,A cowboy in a black hat holds on to a black and white bull as it begins to buck him off of its back .,mupahami wa komu utinile kuwani yensu mi poho yesweu usweli yamukasha
4243568636,Five construction workers in orange vests and orange hard-hats standing outside in the rain .,bayahi baba ketalizoho bamwa ma njamala ni likuwani ze swana ni mubala wa lizaza halilikela bayemi mwa pula
4243599992,"A man in a red shirt sits in a chair at a laundromat ; the red hue of his shirt is repeated in the color of a tote bag suspended from the handle of a machine , a stripe painted on the wall , and the instructions posters on the wall .",muuna yamwa hembe yefubelu uinzi fa sipula sesi kwa sibaka saku tapiseza
424379231,A light brown and white dog walks on a thin railing .,nja yamubala omufubelu ni busweu isweli yazamaya mwa njanji
4244133155,A woman with long hair is being photographed while a man plays pool in the background .,musali wamilili yemitelele usweli waingiwa siswaniso mi muuna usweli wabapala mwa mezi
424416723,a brown dog is leaping into the air in front of a wooden structure in a pine forest .,"nja yefubelu usweli yatula tula mwa moya, fapilaa siswaniso sa kubeta sesi mwa mushitu"
4244706779,Eight people are shown in the picture in snow gear seeming to be skiing .,batu baba ketalizoho ni baba lalu ba bonisiwa sesiwaniso sa mutu yasweli kubapala mwa litwa
424506167,A small brown jumps in the air as a big brown dog watches .,"kanjanana kaka fubelu katulela mwa moya, nja yetuna yefubelu yona inge ibuha"
4246033943,A young man and woman are dancing in a brick courtyard .,musizani ni mutangana babina mwa muyaho wa semende
424617460,"A man operates a fruit stand , primarily consisting of bananas .","muuna ulukisa silekisezo za litolwani, kono buñata kuzona kima konde"
4247623205,"A woman in a red shirt stands alone in a terminal , with three pieces of luggage .",musali wamwa hembe yefubelu uyemi anosi ni liputu zahae zetalu
424779662,Three women celebrate St Patrick 's day by dressing up in green and white on a busy street .,"basali baba beli basehelela mukiti wa St Patrick's kaku tina mwa litino zetala ni busweu, mwa mukwakwa opatehile"
424828463,A middle-aged man wearing a button up shirt reads a book about dogs to a toddler sitting in his lap .,muuna wa lilimo zafahali hali yatinile hembe yalikunupo ubala buka yebulela za linja
424830334,A young brown-haired girl in a long-sleeve white shirt and gray pants is playing with red wooden pegs at a park .,musizani wa milili yemifubelu ni sapalo sesi sweu ni bulukwe bobu seta wabapala
4248543428,Women wearing winter coats crossing the street next to parked cars and walking down street,basali baba tinile ma jansi yasilami batula mukwakwa bukaufi ni limota zeyemi
424869823,A little girl holding her hand so that it looks the rainbow ends in her hand .,mwana musizani ubeile mazoho yahae mwanzila yebonisa nambwa mutalati mwa lisuba
4249147780,"A little boy , who is standing outside in the at night , has snow on his face and he is crying .",mushimani yayemi fande mwabusihu mi walila
4249149516,A man stands in front of a stack of paperwork and you can see it the reflection form the window,muluti wamuuna ubonahala inze a yemi fapilaa ñata yalibuka 
4249864955,A little brown-haired boy wearing a red shirt and blue jeans is carrying a green truck .,mwana musizani wamilili yemifubelu yatinile hembe ye fubelu ni bulukwe bwa mubala oswana sina malu unanuzi simbaya mbaya sa mubala oswana sina matali
425077383,Two elementary school age boys playing with a dollhouse and toy firetruck along with two toddling girls in matching pink outfits .,"banana  baba shimani, baba kena sikolo sa limbututu, babapaliso tundoli nizemwi"
425088533,A toddler in a red sweatshirt and gray sweatpants in the branches of a tree,mbumbu yetinile hembe yefubelu ni bulukwe bobu seta umwa mutahi wakota
4251585781,Here is a picture of 2 teenager girls and one boy dancing in the dark .,kise siswaniso sa basizani baba beli ni mushimani alimumwi inze bayemi mwa lififi
4253367177,An older man is sleeping on an old park bench near a street .,muuna muhulu ulobezi fa sipula sesi supezi bukaufi ni mukwakwa
4253675317,Several people are enjoying each other 's company at a house party .,batu bañata basweli baikola sango mwandu yenani mukiti
4254079840,A man throws something into the water by a building .,muuna unepile sesimwi mwa mezi yainzi bukaufi ni muyaho
4254302719,"A person , wearing a red coat and dark pants , is hiking down a snow covered hill .","mutu, yatinile jansi yefubelu ni bulukwe bobunsu usweli wazamaya fa lilundu"
4254687302,"A woman plays guitar capoed up two frets , in a room lit by a standing lamp .","musali uliza gita, usweli tusipi totu beli mwa ndu yenani lampi"
4254745555,A man is standing in the street next to a doorway while he holds his hands behind his back .,muuna uyemi mwa mukwakwa bukaufi ni munyako inge aiswezi kwa mukokoto
4254811316,Three children dressed in winter clothes are walking through the woods while pushing cargo along .,banana baba lalu batinile za silami inze bazamaya mwa mushitu
4254863635,A construction worker takes a moment to wipe his face while working in the hot sun outdoors .,"muyahi, yasweli kuyahela mwa lizazi, waizwisa situkutuku kwa sifateho"
4254952442,Many people are walking on the brick walkway between the buildings .,batu baba ñata bazamaya mwa tukwakwa totu fahalaa miyaho
425518464,a person wearing a white hooded sweatshirt covered with a blanket sitting on a bench reading,mutu yatinile sweta yenani kuwani uikapesize kubo inze ainzi fa sipula sa fande
4255627436,"A construction worker in a hard hat , red shirt and yellow and orange vest operates a piece of machinery in front of palm trees .","muyahi utinile kuwani yetata, hembe yefubelu ni njamala yamubala oswana sina wa mai"
4255821890,A baby sitting in a highchair looking delighted .,mbumbu ibonahala kutaba inze inzi mwa sipula sesi fahalimu
4256162530,Two women in shorts are running on the beach next to the water .,basali baba beli baba mwa tupula totu kuswani basweli bamata mata bukaufi ni mezi fa likamba la liwate
425623983,Two workers making dough in a room with a large fireplace and a crate full of dough .,babeleki baba beli basweli bapaka sikwa mwandu ni litumbu tumbu lamulilo fakaufi
4256380972,"A man wearing rubber gloves and boots inspects a large piece of cloth that 's draped over a wet , stone structure .",muuna yatinile zakwa mazoho ni makatulo usweli wa tatuba siputu sa litino
425642314,"Four musicians , wearing Scottish garments , are playing instruments on the street - two accordion , one horn , and one clarinet .","baopeli babane, baba tinile litino za Scottish basweli baliza liopeliso mwa mukwakwa"
4256497108,"A man is sitting on a blue machine of some kind , on the side of the road .","muuna uinzi fa sibelekiso sa mubala oswana sina wa malu, kwa tuko ni mukwakwa"
425706089,"Two men drink stand in front of a brightly lit restaurant , drinking soda",baana baba beli basweli banwa mwa sibaka sa licelo sesinde
425725042,A man wearing a blue apron in a room filled with equipment performs a blurred action with what seems to be a pitcher .,muuna yatinile saku apehela samubala oswanan sina malu umwa ndu yetezi libelekiso
4257307377,People walk down a narrow street between tall buildings .,batu basweli bazamaya mwa mukwakwa wokumbami omwahalaa miyaho
4257593776,Three construction workers in orange vests speak to one another in front of railroad tracks .,bayahi baba lalu baba tinile linjamala zamubala oswana sina wa lizazi ali likela basweli baikambotisa bukaufi ni njanji
4257619114,a woman wearing a helmet is at a cookout with a makeshift horse around her waist .,"musali yatinile kuwani yakuisileleza ukwa sibaka sesi apehelwa, uitamile lukanda mwa teka"
425775901,A man in a suit with a wineglass in his hand is speaking to a group of people at a party .,"muuna yamwa suti ni komoki ya waine mwalizoho, usweli wabulela fapilaa sikwata sa batu baba kwa mukiti"
4258465084,A man is reading a newspaper while standing on a ladder with his head through a hole in the ceiling while a Mexican puppet hangs nearby .,muuna ubala lushango lwa makande inze a yemi fa  mapahamelo
425895906,A man in a white robe is couching with a colorfully saddled camel standing behind him .,muuna yamwa jansi yesweu uyemi bukaufi ni kamela yende 
4259457716,"Two people wearing hats fish in a harbor , off the dock .",batu baba beli batinile likuwani inze basweli bayamba bukaufi ni sisepe sesi yemi
425977726,A silhouette stands at the top of a bowling lane as the ball is about to impact the pins while neon lights race overhead .,siluti sa mbola sibonahalela  kwahulenyana ni kanzila koiswanela kufita kuli inate mbola yemwi
4259870068,Spectators sit by the sidewalk as a man riding a white horse comes by .,"muuna yapahami pizi inze aatumela, babuhi basweli baina mwa ma tuko a nzila"
425990453,A group of people stare in the same direction and one woman sits on another woman 's shoulders to take a picture .,"sikwata sa batu batalimela mwa lineku leliswana, mi musali yomumwi uina bukaufi ni yomumwi"
4259979213,A young child is in a harness climbing a rock wall .,mwanana uitamila mihala yakumu swalelela  upahama limota la macwe
4260087651,A person wearing clothes that would not typically be found in US baseball is about to hit an incoming ball .,mutu yatinile litino ze sakoni kufumaneha mwa mbola ya US utuha a nata mbola
4260156359,Monkey walking on a telephone wire in front of a sign that says friends cycle .,njoko isweli yabulela fa luwaile lunani se supo sesi bulela kuli balikani feela
4260403844,A man cuts a block of ice with a chainsaw while standing in front of a red building .,muuna upuma sikoto sa mwa litwa inze a yemi bukaufi ni muyaho omufubelu
4260498576,A classroom full of individuals paying attention to the professor at the front of the room .,kilasi itezi batu baba baela ngana kuza bulela bomuluti kwapata
426065353,"Three men in dress shirts in a bar , with a woman lying on the bar and a female bartender in the background .","baana baba lalu mwa liapalo bamwa sinwelo sa bucwala, musali yena uyendamezi limota"
4260753296,A little girl is being shown how to use the rock wall by an instructor .,mwana musizani usweli kubonisiwa mwakuitusiseza siswaniso sa mutu yapaha macwe
4260947199,Man in heavy black coat smoking cigar standing near woman in brown jacket with a piece of paper in her hand,muuna yamwa jakete yebukiti yensu wazuba kwai inge a yemi bukaufi ni musali yatinile jansi yefubelu
426191845,A dog is playing by itself on a beach that has recently seen snowfall .,nja isweli yabapala inosi fa likamba la liwate leli bata
4262149475,There are many people walking around and viewing things in the red room,kunani batu baba sweli kuzamaya zamaya inge babona lika mwandu yefubelu
4262509387,"Dressed in a sharp suit , the head of the museum 's security team , looks like an ordinary museum visitor as he guards its most expensive painting .",yomuhulu wa baba linda sibaka utinile mwa suti yende
4262692609,A man with sunglasses resting on his forehead holds out his hand to another passenger on a train .,"muuna yatinile magilasi yakwa meto uwisize pata yahae fafasi, mi utambeka muzamayi yomumwi lizoho"
4262694145,A young woman with brown hair and an elderly man with gray hair and a sweater jump in the air on a snowy hill with snowshoes on their feet .,musizani wamilili yemi fubelu ni munamuhulu wa milili yeseta
426375654,A skier with red on their skis and boots is in midair in a hurdling position while skiing .,mutu yaezanga papali yakushetumuka fa mwa litwa utinile ze fubelu ni makatulo usweli wabapala inze alika kuli asike awa
42637986,Two people sitting on a dock under a lamp post with clouds in the sky beyond them .,batu baba beli bainzi mwasisepe mwatasaa lampi ni malu yabonahala mwahalimwa bona
42637987,A man and a dog are sitting on a park bench with several people walking down the path that runs along side it .,muuna ni nja yahae bainzi fa sipula sa mwa sibaka sakuishuumuseza mi batu basweli bafita fita  mwaka nzila kakainzi bukaufi
4263999253,A pre-school-aged girl and a toddler boy are playing with their shovels beside a large pile of snow .,mwana musizani ni mbututu yamushimani basweli babapala bukaufi ni lishabati
4264028492,Fisherman in a blue boat inspects the waters murky condition .,muyambi wa litambi yatinile jansi yemubala oswana sina malu usweli watalimisisa mezi 
42640383,A man wearing a blue t-shirt and blue jeans standing in front of a lily covered pond next to a hillside .,"muuna yatinile hembe yamazoho yamakuswani ni bulukwe, kaufela zamubala oswana sina malu,  uyemi fapilaa lisima la mezi leli kwahezwi ni matali"
4264591578,"A child approximately 7-10 years of age , dressed in winter clothes , pulls a younger child in a red sled along a snowy street .","mwanana walilimo zeinzi mwahalaa kuketalizoho ni totubeli, ni lishumi,  utinile mwa litino za silami"
4264701235,"Many people , including a boy wearing a striped brown shirt and a man in capri pants and flip-flops , walk past a hotel with green brick walls .","batu baba ñata, kukopanya cwalo ni mushimani yatinile hembe yamishulundu yefubelu, ni muuna yamwa bulukwe"
42649475,eight people are attempting to pull a tractor with a rope,"batu baba keta lizoho ni baba lalu, balika kuhowa simbayambaya  kakuitusisa muhala"
4265242435,A man with a cowboy hat is riding a horse that is jumping .,muuna yatinile kuwani ya mupahami wa lipizi upahamile pizi yesweli kutula tula
4265333893,"A woman in a red coat , hat and scarf sits on the sidewalk surrounded by bags of various items , some in bags and some in blue , red or black plastic tubs .","musali yamwa jansi yefubelu, kuwani ni kasila kamwa mulala uinzi kwa lineku la mukwakwa inge apotolohilwe ki mikotana yemiñata"
4265806100,"Two men sitting on a subway are reading , with coats and scarves on , but have seemed to have lost their pants .","baana baba beli babatinile jansi ni tusila twa mwa mulala, ba mwa sitima inge babala"
4266278775,"A child wearing a red coat , white ski cap , and multicolored scarf looks on in front of a wooded snow covered background .","mwanana yatinile jansi yefubelu, kuwani ni kasila ka mwamulala utalima"
4266910970,An attendant in a beige uniform and red middle-eastern hat pours liquid from a gold pitcher into a cup while woman sits reading a magazine by a window behind her and a man wearing a striped shirt carrying an electronic device approaches her .,"muamuheli wa baeñi, yatinile mwa litino za kaki ni kuwani, usela linwo mwa komoki ya gauda"
4267206607,A man and woman are having drinks at a counter whose wall decorated with vintage black and white photos .,muuna ni musali basweli banwa kwa linwelo leli buheha
4267208325,Four men seated at a table in a restaurant with another man standing at the table talking .,baana babane bainzi fatafule mwa licelo mi muuna yomumwi uyemi inze a bulela
4267222130,A small group of people with a spotlight on them wearing red shirts and jeans at a rodeo .,"sikwatanyana sa batu baba monyehilwe lampi, batinile liapalo zefubelu ni malukwe"
4267417965,A young man in a green shirt is jumping with his skateboard over three steps in front of a skyscraper .,mutangana wa hembe yetala usweli watula fa sibapaliso sahae sakuzamayela fateñi
4267614055,Child plays with pigeon in busy public area while group of people watch him play .,mwanana ubapala ninyunywani mwa sibaka sesi patehile mi sikwata sa batu inge simubuha
4267992897,A man and a woman play an accordion and violin on the sidewalk for tips from pedestrians .,"muuna ni musali basweli balizeza batu, kapangaliko kakuopelela, baba zamaya"
426805536,A man wearing a red shirt sits on a cement bench and reads the paper .,muuna yatinile hembe yefubelu uina fa sipula sa samende inze abala pepa
4268234398,"A man in a black hooded sweatshirt and a man in a black shirt are standing near pine trees for sale and a smoothies and bubble tea stand , which is closed .","muuna yamwa hembe yensu, yenani kuwani, ni muuna yatinile hembe yensu bayemi fa kota"
4268242266,"Two large cones are outside , in the street , in front of a large building .","likota zepeli lifandaa muyaho, mwa mukwakwa"
4268485193,Five men are surrounded by half-assembled bicycles inside a place where there 's some writing on the wall .,baana baba ketalizoho batingulukilwe ki linjinga zesika lukisiwa mwahalaa ndu
4268831069,"There are three men in this picture , two are on motorbikes , one of the men has a large piece of furniture on the back of his bike , the other is about to be handed a piece of paper by a man in a white shirt .","kunani baana baba lalu mwa siswaniso see, baba beli bafa lihonda"
4268878033,"A classroom in India , with many decorations hanging from the ceilings , and a white circle on the floor .","kilasi yakwa India, ibonahala hande kwahalimu"
426920445,The brown and white dog is running through the grass .,nja yefubelu ni busweu usweli yamata mata mwa bucwani
4269551560,Firefighter Connett of the Ossian Fire Department climbs a ladder amid smoke and rubble .,mutimi wamililo Connett wa liluko leli tima mililo lakwa Ossian upahama fahalimu niku zuba
4269809096,People dressed in red are walking into an ivory colored building that looks like a castle .,batu baba tinile ze fubelu bakena mwa muyaho wa mubala wa manaka obonahala inge muleneñi
4269882745,A man with dark hair and a white top is walking toward a bird on a boardwalk .,muuna wamilili yeminsu ni hembe yesweu uya bukaufi ni nyunywani
426994291,A woman in a white blazer smiles as she interacts with a blond woman and a brunette woman outside of a building .,musali yamwa ndelesi yesweu wamenya inze akopana ni musali yomufubelu
4270148661,Two chefs standing in front of a large boiling pot offer a spoonful of their dish .,"baapehi baba beli bayemi fapilaa poto yetuna yebila, bafa batu lico zene baapeha"
4270193435,Middle eastern woman walking along side motorcyclist in heavy street traffic .,musali yazwa kwa upa wazamaya bukaufi muzamaisi wanjinga mwa mukwakwa opatehile
427063077,"Two middle-aged white men wearing sunglasses sit in sun , one with green shirt and blue baseball cap the other in a plaid .","baana baba beli bama kuwa, babatinile magilasi yakwa meto, bainzi mwa kazazi"
4270731854,A woman in a black sweatshirt and jeans reads a book to a young girl and boy who are dressed in their pajamas .,"musali yamwa hembe yensu ni bulukwe, ubalela mwana mushimani ni musizani buka"
427082246,a man wearing a yellow sweater playing with a black dog in a grassy field,muuna yatinile sweta yamubala oswana sina wa mai ubapala ninja yensu mwa simu ya bucwani
4270956712,"A man in a blue shirt , khaki shorts , ball cap and white socks and loafers walking behind a group of people walking down a stone walkway with a water bottle in his left hand .","muuna yamwa hembe yemubala oswana sina wa mai, kaputula ka kaki, kuwani ni zakwa mahutu inze a zamaya"
4271121531,A girl in a butterfly dress waves to the camera while riding along in a parade .,musizani ya tinile mwa ndelesi ya sipulumuki usweli walaeza inze apahami
4271287940,"Wakeboarder pulls off a Stalefish , a pretty tricky bend of your body when grabbing your board .",muzamayi uinami fa mezi kuli aswele tapi
4271288402,A waterskiing man on something similar to a snowboard perches on a rail obstacle with just the tip of the board .,muzamayi wafa mezi uyemi fa kapangaligo kaka zamaya fa mezi
4271298554,The future of snowboarding in the summertime with all the height and excitement you could possibly want .,bupilo bwa papali yakuzamaya fa mezi mwa mbumbi bwa tabisa
4271560578,"A young man , without apparent protective gear , is on a bicycle jumping over small hills of sand or gravel , with a long bridge and tall buildings in the background .","mutangana, usika tina zakuisileleza,  ufa njinga inze atula tulundu"
427167162,"a group of men are fighting in front of a bar in a European city , one of them hitting another with a stick .","sikwata sa baana balwana fapilaa sinwelo, yomumwi inge anata mulikanaa hae"
4272403632,Two shirtless guys jumping over a fence in an urban location .,baana baba beli baba situtu batula fa limota la sibaka sesi mwa bukuwa
4272747342,"A man is handling a ladder , surrounded by cut up tree branches and lawn maintenance equipment .","muuna ulukisa nto yaku pahamela, utingulukilwe ki likota, ni bucwani bobu sheuliwa"
4272992511,"A curly-haird youth with a beard and glasses is playfully saluted by two smiling children , while they all stand in a kitchen .","kalibe wa milili yetatani, wa mulelu ni magilasi yakwa meto usweli wa chaula ni banana baba beli"
427355665,"An Asian woman , shown from behind , plays what appears to be an oboe , but is positioned as a flute .",musali wakwa Asia bamu bonisa kwamulaho inge a bapalisa kapangaliko kakwa mulomo
4273698621,"A man in a green t-shirt , and a green hat operates outdoor equipment while wearing a green bandanna over his nose and mouth .","muuna yamwa hembe yamazoho yamakuswani, kuwani yetala, ulukisa sibelekiso"
4273711559,A man in a green shirt is talking on the phone and resting his leg on a piece of machinery .,muuna yamwa hembe yetala uambola fa luwaile inge abeile lihutu fa sibelekiso
4274035185,"A train attendant poses in a train car , wearing a black vest and black tie over a white , collared shirt with a black hat , glasses , and a name tag .",mubeleki wamwa sitima utinile njamala yensu
4274214534,A woman on ice skates is being pulled by her dog she is holding with a leash .,"musali yafa mezi akangezi, usweli wakashiwa ki nja yahae yatamelezi ni muhala"
4274269186,there are 6 horses riding on a track field with mountains in the background and people in the foreground watching .,kunani baba pahami lipizi mwa simu ye inzi bukaufi ni malundu
427430186,A blond-haired girl wearing a white and brown shit is blowing a bubble with her gum .,musizani wamilili yemifubelu utinile hembe yesweu utafuna ka cho
427433056,"Asian boy in orange , white , and black coat celebrating St. Patrick 's day with a soda and green balloon .",mushimani wakwa Asia utinile jansi yamibala yensu ni busweu usehelela lizazi la St. Patricks inze anwa
4274395288,A large hole in concrete being dug by a large digging machine .,sibelekiso sisweli kuyepa musima omutuna
4274444390,Two men standing behind a large truck around some large chunks of wood .,baana baba beli bayemi kwa simbayambaya sesi maemba a likota
4274782458,A man with a gray beard and baseball cap sits with other people .,"muuna wa milelu yeseta ni kuwani, uinzi nibatu babamwi"
4275465064,A group of African children dressed in mismatched clothing sing and play instruments .,"sikwata sabanana bamwa Africa batinile litino zesaswani, basweli baitusisa tupangaliko twa kuopelisa"
427557693,Two people walking on the street with lots of bare trees around and snow on the ground .,batu baba beli basweli kuzamaya mwa mukwakwa mokunani likota zeñata
427683329,"Closeup of the side of an old woman 's face with oversized sun blocking glasses , gray hair and a gold earring .",lineku la sifateho sa musalimuhulu yatinile magilasi yakwa meto ni milili yeminsu
4276945993,A young man dressed in black is playing the guitar in a dimly lit studio .,mutangana yatinile suti yensu uliza gita mwandu yenani kafifi nyana
427703425,"A man wearing a long-sleeve , blue plaid shirt and tan pants kneels next to a wheeled cart in a garage .",muuna yatinile hembe yamazoho yamatelele ni bulukwe bobu seta ukubami bukaufi ni sikochikala
427709177,A man in a black t-shirt holding a baby in a diaper and blue shirt on his lap .,muuna yatinile hembe yamazoho yamakuswani ubeile mbututu yemwa tebela famahutu
427736337,A woman and a man talk over a desk in a purple room .,"musali ni muuna basweli baba bulela fapilaa tafule, mwandu"
4278658978,"A crane , with the letters "" LIEBHERR "" on it , seems to be demolishing a dark gray building with graffiti on it .","sibelekiso sesi kona kunanula lika sesi ñozwi ""LIEBHERR"" sisweli sa pwacha muyaho omunsu"
427936315,The large brown dog is running through the grass to catch a red Frisbee .,nja yetuna yefubelu isweli yamata mwa bucwani
4280272,Two young African American boys sitting at a desk in a classroom .,mitangana baba beli babakopanelezi mushomo wasikuwa ni omunsu bainzi fa lipula mwa kilasi
